date,date_survey,governorate_ID,governorate_name,district_ID,district_name,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/no_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/no_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/no_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,_uuid
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Al Wathan petrol station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE13,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,7799837f-5b0e-44d5-abe5-28170c26857b
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Awlad al haddad for food supplies,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,no,,,,,,yes,yes,80,100,100,,yes,yes,,100,NaN,,yes,yes,,600,NaN,,YE13,Wholesaler,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,8bc33139-b10d-4be0-bba2-0a7d550078b8
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Awlad Al Jamal shop,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,no,,,,,,yes,yes,80,120,120,,yes,yes,,101,NaN,,yes,yes,,500,NaN,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,62a75412-383a-4285-972b-f3cab0271777
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Bakar shop for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,no,,,,,,yes,yes,80,120,120,,yes,yes,,100,NaN,,yes,yes,,500,NaN,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,9f99d028-2289-4b0b-9e92-2b5c19d47724
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Marwan mohammed al najjar water trucking,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,yes,1400,2,5,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,595,a80e2a41-9f1d-441f-89b8-89537d682d9a
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Mohammed Al Madani water trucking,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,1333,2,5,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,595,6619a0ab-30e1-464c-9dc8-63f978a41e5d
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Shams shop for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,no,,,,,,yes,yes,80,120,120,,yes,yes,,120,NaN,,yes,yes,,600,NaN,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,e5419fd5-6710-44b5-ae09-d7f01a8087b0
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1304,Assafi'yah,Thafer for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,no,,,,,,yes,yes,80,130,130,,yes,yes,,100,NaN,,yes,yes,,600,NaN,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,81c2cb1c-dabc-4c02-ac3c-b9eb7d9bb36b
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Abd Al Latif Al Afeef water trucking,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,yes,1500,2,5,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,595,c0b6b412-c069-48c2-b78f-8cf29a475ac5
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Aghadeer station for treated water,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,yes,yes,,80,NaN,,no,,,,,,no,,,,,,no,,,,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,adb9f957-8501-4bb0-b892-8bb15fac4692
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Al Hamadi shop for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,no,,,,,,yes,yes,80,120,120,,yes,yes,,100,NaN,,yes,yes,,500,NaN,,YE13,,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,ba5a0042-5f62-472c-ba5d-e1e995d69488
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Al Mokhtar petrol station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE13,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,899f6634-bd14-4c64-8d06-aecfd0e2ba4f
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Al Wathan petrol station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE13,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,fee93ab9-6e56-4b24-a6c6-52a944207d89
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Dar Al Jazeerah for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,no,,,,,,yes,no,125,150,96,,yes,yes,,100,NaN,,yes,yes,,650,NaN,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,f5787517-0b22-471b-8ddc-7dfeb971f766
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Faisal al amrani shops,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,NaN,,no,,,,,,yes,no,125,150,96,,yes,yes,,100,NaN,,yes,yes,,500,NaN,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,1d591b38-1ff2-4ab7-95bb-6c0dd65668ee
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Ghailan petrol station,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,yes,yes,,80,NaN,,no,,,,,,no,,,,,,no,,,,,,YE13,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,59c03c0a-5cd5-4978-b756-22421c86cd58
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Mohammed Al Yazli water trucking,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,yes,1500,2,5,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,595,259124de-5086-4ecf-aba7-147c60af2dad
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Nayef hassan shops for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,no,,,,,,yes,no,125,130,83.2,,yes,yes,,100,NaN,,yes,yes,,450,NaN,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,d9da9286-a583-4126-abb4-59172433b41d
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Oman shop for food items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,no,,,,,,yes,no,125,129,82.56,,yes,yes,,100,NaN,,yes,yes,,500,NaN,,YE13,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,fd58fda2-b0e0-43c9-a049-266cbe04356d
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Radman Al Asfari water trucking,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,yes,2000,2,5,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,595,331c5bbb-62f1-4e57-b752-7a7ab6903eb7
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Safre petrol station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE13,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,9e740234-c33a-4739-a37e-b0d0cc79d553
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1306,Al Wahdah,Zaid al ansi shop forfood items,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,no,,,,,,yes,no,125,130,83.2,,yes,yes,,100,NaN,,yes,yes,,550,NaN,,YE13,Wholesaler,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,6e4a72ed-4d73-4753-93b7-3950ce504b3e
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1308,Ma'ain,Abd al samada alhamadi water trucking,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,1800,1,1,no,,,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,no,,c2ea8523-11d1-4136-9738-6ae9d34de8ad
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1308,Ma'ain,Al Mekhlafi shop,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,80,NaN,,no,,,,,,yes,no,125,200,128,,yes,yes,,80,NaN,,yes,yes,,450,NaN,,YE13,Wholesaler,1,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,8f1f6b70-4167-4178-805e-133111ddc73d
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1308,Ma'ain,Al Sabahi market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,90,NaN,,yes,yes,,110,NaN,,yes,no,125,150,96,,yes,yes,,100,NaN,,yes,yes,,550,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,c34282ff-d9b0-4b62-9f03-097e0a44b660
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1308,Ma'ain,Al Shami station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE18,7,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,314b223c-fa92-4ad6-b310-9436551c422e
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1308,Ma'ain,Al Zahra'a,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,75,NaN,,yes,yes,,450,NaN,,yes,yes,80,90,90,,yes,yes,,70,NaN,,yes,yes,,400,NaN,,YE13,,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,2137e9e4-7071-476c-84dd-ff2fb2ea9149
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1308,Ma'ain,Hayel station,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE18,5,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,600,b82c4270-c829-4b2d-af03-76f1b31ae843
Feb-19,2/18/2019,YE13,Amanat Al Asimah,YE1308,Ma'ain,Saba'a market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,120,NaN,,yes,yes,80,120,120,,yes,yes,,90,NaN,,yes,yes,,500,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,3e277cdf-34dc-40c2-a0ef-19def5f3afa2
Feb-19,2/20/2019,YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Al Mentab shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,Vendor_did_not_answer,6,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,400,NaN,,yes,yes,80,120,120,,yes,yes,,100,NaN,,yes,yes,,450,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,1450,2,3,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,560,44b31c04-ce51-499f-8cc1-00673210d1d2
Feb-19,2/20/2019,YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Al Sameie shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,375,NaN,,YE18,6,Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage Transportation_issues,1,1,0,1,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,400,NaN,,yes,yes,80,130,130,,yes,yes,,100,NaN,,yes,yes,,450,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,Do_not_know,1500,2,3,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,555,c8813d83-13b9-404e-9d19-33284c69c97f
Feb-19,2/20/2019,YE13,Amanat Al Asimah,YE1309,Ath'thaorah,Jamaher shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,275,NaN,,Do_not_know,6,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,400,NaN,,yes,yes,80,130,130,,yes,yes,,100,NaN,,yes,yes,,450,NaN,,YE13,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,Do_not_know,1500,2,2,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,550,932420d0-a25e-4eb6-9a16-7774edbb8411
Feb-19,2/20/2019,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Al Khamees,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,420,NaN,,YE13,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,60,NaN,,yes,yes,80,150,150,,yes,yes,,100,NaN,,yes,yes,,500,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1200,7,10,yes,8000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,550,82cdd521-5b7f-4549-bcee-70b4f0fbc9a4
Feb-19,2/20/2019,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Al Khamees,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,425,NaN,,YE13,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,70,NaN,,yes,yes,80,140,140,,yes,yes,,120,NaN,,yes,yes,,500,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1200,7,10,yes,8000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,550,70ed1b1a-6091-4d68-af4f-9f9b19b8ba62
Feb-19,2/20/2019,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Al Khamees,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,420,NaN,,YE26,6,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,60,NaN,,yes,yes,80,120,120,,yes,yes,,100,NaN,,yes,yes,,450,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1200,7,10,yes,8000,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,550,69223b4b-a63f-4301-8b12-1e3b42c1e818
Feb-19,2/20/2019,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Mothallath rawe'a,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,420,NaN,,YE18,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,50,NaN,,yes,yes,80,150,150,,yes,yes,,100,NaN,,yes,yes,,480,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1100,6,7,yes,7000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,550,d763469e-e0b8-4828-9807-f7708125e3f5
Feb-19,2/20/2019,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Mothallath rawe'a,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,420,NaN,,YE18,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,60,NaN,,yes,yes,80,140,140,,yes,yes,,100,NaN,,yes,yes,,450,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1100,6,7,yes,7000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,550,c07451cf-bdad-4a52-9e02-157467bf4fd6
Feb-19,2/20/2019,YE13,Amanat Al Asimah,YE1310,Bani Al Harith,Mothallath rawe'a,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,NaN,,yes,yes,,420,NaN,,YE18,6,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,NaN,,yes,yes,,70,NaN,,yes,yes,80,150,150,,yes,yes,,100,NaN,,yes,yes,,500,NaN,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1100,6,7,yes,7000,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,550,f5f67357-7bba-41ab-8e13-fbdee5c2fc9c
